,,,Chair,Speaker,YSP,,,,,,,,,,,,,,,,,,,,,,,,
1533132215,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,,3rd Question by chair. ;,,,,,,,,,,,,,,
1533132215,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533132216,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,F:Q,F:Q,,first three questions were asked by the same person ;,,,,,,,,,,,,
1533132216,8/1/18 7:03,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,,Talk starts 09:50 Talk ends 10:00 Q/A ends 10:02 Last question by female chair ;,,,,,,,,,,,,,,
1533132391,8/1/18 7:06,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533135866,8/1/18 8:04,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,,First question: person asked two questions and then made two comments.  ;,,,,,,,,,,,,,,
1533137017,8/1/18 8:23,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533137023,8/1/18 8:23,Matsuno,F,M,,,,,,,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533064710,7/31/18 12:18,Matt,M,M,16,,,,,,F:Q,M:Q,M:Q,F:Q,M:Q,M:C,, ;,,,,,,,,,,,
1533064711,7/31/18 12:18,Matt,M,M,16,,,,,,F:Q,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,
1533064743,7/31/18 12:19,Matt,M,M,16,,,,,,F:Q,M:C,M:Q,M:C,M:Q,F:Q,M:Q,,Multiple interjected comments. Also, first questions by women this splinter.   ;,,,,,,,,,
1533070657,7/31/18 13:57,Matthews,F,F,SR,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533070683,7/31/18 13:58,Matthews,F,F,SR,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533070807,7/31/18 14:00,Matthews,F,F,SR,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533070813,7/31/18 14:00,Matthews,F,F,SR,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533070813,7/31/18 14:00,Matthews,F,F,SR,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533238377,8/2/18 12:32,Meunier,M,F,21,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238379,8/2/18 12:32,Meunier,M,F,21,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238386,8/2/18 12:33,Meunier,M,F,21,,,,,,M:Q,M:Q,M:Q,,Last 2 questions from same person ;,,,,,,,,,,,,,,
1533238396,8/2/18 12:33,Meunier,M,F,21,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533238408,8/2/18 12:33,Meunier,M,F,21,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533244802,8/2/18 14:20,Milbourne,M,M,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533244803,8/2/18 14:20,Milbourne,,,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533244807,8/2/18 14:20,Milbourne,M,M,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533244808,8/2/18 14:20,Milbourne,M,M,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533244808,8/2/18 14:20,Milbourne,M,M,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533244821,8/2/18 14:20,Milbourne,M,M,0,,,,,,M:C,M:Q,, ;,,,,,,,,,,,,,,,
1533245383,8/2/18 14:29,Milbourne,M,M,0,,,,,,M:C,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533235426,8/2/18 11:43,Milic,M,M,4,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533237608,8/2/18 12:20,Molnar,M,M,0,,,,,,F:Q,M:Q,M:C,M:Q,M:Q,,This was a 13 minute talk 4 minute questions as part of the DKIST splinter at Cool Stars 20. ;,,,,,,,,,,,,
1533236657,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533236658,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533236658,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533236665,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533236670,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533236673,8/2/18 12:04,Montet,M,M,2,,,,,,F:Q,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,
1533226562,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533226579,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226607,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226612,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226615,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226619,8/2/18 9:16,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226625,8/2/18 9:17,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226626,8/2/18 9:17,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226650,8/2/18 9:17,Moore,M,M,1,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533226660,8/2/18 9:17,Moore,M,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533223799,8/2/18 8:29,Morrell,F,M,1,,,,,,M:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533054430,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:Q,M:Q,,Chair asked the comment sayer to change his comment to a question. It still went over as a comment, speaker did not say anything before moving on. Third last question asker was asked to make his question more concise.  ;,,,,,,,,,
1533054432,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533054432,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:Q,M:Q,M:C,M:Q,,Comments were converted to questions at request of chair. Tweeting apparently has had an effect... ;,,,,,,,,,,
1533054437,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533054437,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:Q,M:Q,M:Q,,two comments were (finally) redirected to questions by the chair. I think I missed one  ;,,,,,,,,,,,
1533054437,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:Q,M:C,, ;,,,,,,,,,,
1533054445,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:Q,M:Q,, ;,,,,,,,,,,
1533054446,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:C,, ;,,,,,,,,,,,
1533054448,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533054450,7/31/18 9:27,Morris,M,M,0,,,,,,F:Q,M:Q,M:Q,M:C,M:Q,M:Q,M:Q,,Talk starts 12:09 Talk ends 12:19 Q/A ends 12:27 ;,,,,,,,,,,
1533062479,7/31/18 11:41,Moschou,F,F,PD,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533062485,7/31/18 11:41,Moschou,F,F,PD,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533069772,7/31/18 13:42,Mutel,F,M,43,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533069798,7/31/18 13:43,Mutel,F,M,43,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533069867,7/31/18 13:44,Mutel,,,43,,,,,,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533069871,7/31/18 13:44,Mutel,F,M,43,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1533069874,7/31/18 13:44,Mutel,F,M,43,,,,,,F:Q,M:Q,M:Q,, ;,,,,,,,,,,,,,,
1532979590,7/30/18 12:39,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,,,,
1532979672,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,M:C,,number 5 repeated the first or second question ;,,,,,,,,,,,
1532979674,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,M:Q,, ;,,,,,,,,,,,
1532979675,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,
1532979676,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,M:Q,, ;,,,,,,,,,,,
1532979682,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:C,M:Q,M:Q,, ;,,,,,,,,,,
1532979683,7/30/18 12:41,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:C,M:Q,M:Q,, ;,,,,,,,,,,,
1532981134,7/30/18 13:05,Newton,M,F,2,,,,,,M:Q,M:Q,M:Q,M:Q,M:Q,, ;,,,,,,,,,,,,
1533313667,8/3/18 9:27,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313669,8/3/18 9:27,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313670,8/3/18 9:27,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313674,8/3/18 9:27,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313684,8/3/18 9:28,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313688,8/3/18 9:28,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313696,8/3/18 9:28,Ngo,F,M,1,,,,,,M:Q,M:Q,,Female with question was ignored and talk finished.  ;,,,,,,,,,,,,,,,
1533313699,8/3/18 9:28,Ngo,F,M,1,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533313710,8/3/18 9:28,Ngo,F,M,1,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533068913,7/31/18 13:28,Nicholson,F,F,1,,,,,,F:Q,F:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,,
1533068919,7/31/18 13:28,Nicholson,F,F,1,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533068921,7/31/18 13:28,Nicholson,F,F,1,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533068923,7/31/18 13:28,Nicholson,F,F,1,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533068925,7/31/18 13:28,Nicholson,F,F,1,,,,,,F:Q,F:Q,,Talk starts 16:17 Talk ends 16:26 Q/A ends 16:28 First question from female chair ;,,,,,,,,,,,,,,,
1533068961,7/31/18 13:29,Nicholson,F,F,1,,,,,,F:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533069034,7/31/18 13:30,Nicholson,F,F,1,,,,,,F:Q,F:Q,,First question was from the session chair ;,,,,,,,,,,,,,,,
1533237265,8/2/18 12:14,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237269,8/2/18 12:14,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237270,8/2/18 12:14,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237275,8/2/18 12:14,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237278,8/2/18 12:14,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533237309,8/2/18 12:15,Nielsen,M,M,6,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1532975244,7/30/18 11:27,Orosz,M,M,22,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533215044,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,M:Q,F:Q,,4th question also had a follow up question but I did not record that as a separate question. ;,,,,,,,,,,,
1533215045,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,F:Q,F:Q,, ;,,,,,,,,,,,
1533215046,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,M:Q,F:Q,,First female question asker asked 2 questions.  ;,,,,,,,,,,,
1533215047,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,M:Q,F:Q,,4th questioner had a follow up question (which I've not explicitly included as another question) ;,,,,,,,,,,,
1533215063,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,
1533215068,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,
1533215088,8/2/18 6:04,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,
1533215529,8/2/18 6:12,Osten,M,F,16,,,,,,M:Q,M:Q,M:Q,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,
1533062594,7/31/18 11:43,Panja,M,M,0,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533062648,7/31/18 11:44,Panja,M,M,0,,,,,,F:Q,, ;,,,,,,,,,,,,,,,,
1533062711,7/31/18 11:45,Panja,M,M,0,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
1533062744,7/31/18 11:45,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,,
1533062749,7/31/18 11:45,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,,
1533062749,7/31/18 11:45,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,,
1533062752,7/31/18 11:45,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,,Talk starts 14:36 Talk ends 14:43 Q/A ends 14:45 ;,,,,,,,,,,,,,,
1533062752,7/31/18 11:45,Panja,M,M,0,,,,,,F:Q,F:Q,F:C,M:Q,,#2 and #3 same person, #4 was almost a comment too ;,,,,,,,,,,,,
1533062760,7/31/18 11:46,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,, ;,,,,,,,,,,,,,,
1533062765,7/31/18 11:46,Panja,M,M,0,,,,,,F:Q,F:Q,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,
1533062776,7/31/18 11:46,Panja,M,M,0,,,,,,M:Q,F:Q,M:Q,,Speaker is a student. Speaker interrupted the female question asker.  ;,,,,,,,,,,,,,,
1533062802,7/31/18 11:46,Panja,M,M,0,,,,,,F:Q,F:Q, ;,,,,,,,,,,,,,,,,
1533238555,8/2/18 12:35,Peck,M,F,,,,,,,M:Q,,,This was a 13 minute talk with 4 minutes for questions as part of the DKIST splinter at Cool Stars 20. ;,,,,,,,,,,,,,,,
1533223709,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,M:Q,M:Q,M:C,M:Q,,6th comment was interrupted by the session chair since it wasn't a question ;,,,,,,,,,,
1533223718,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:C,M:Q,M:C,, ;,,,,,,,,,,,
1533223720,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:C;M:Q,M:Q,M:C,M:Q,,#2 included selfpromotion, #4 was argumentative,  ;,,,,,,,,
1533223725,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223725,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,,Commenter wasn't selected by chair, but stood up and spoke. ;,,,,,,,,
1533223726,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:C,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223728,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223729,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223731,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223735,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,, ;,,,,,,,,,
1533223737,8/2/18 8:28,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,F:C,F:Q,M:Q,M:C,M:C,, ;,,,,,,,,
1533223742,8/2/18 8:29,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,,Chair cut off the comment halfway through. ;,,,,,,,,,
1533223745,8/2/18 8:29,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,M:Q,M:Q,M:C,M:Q,,egregious ;,,,,,,,,,,
1533223797,8/2/18 8:29,Poppenhaeger,M,F,7,,,,,,F:Q,M:Q,F:Q,F:Q,M:Q,M:Q,M:C,M:Q,,Comment was cut off by the session chair ;,,,,,,,,,
1533310952,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310954,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310957,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310957,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310957,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310957,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310959,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310960,8/3/18 8:42,Powell,,,0,,,,,,F:Q,M:Q,F:Q,,Talk starts 11:29 Talk ends 11:40 Q/A ends 11:42 ;,,,,,,,,,,,,,,
1533310969,8/3/18 8:42,Powell,,,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533310978,8/3/18 8:42,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533311057,8/3/18 8:44,Powell,F,F,0,,,,,,F:Q,M:Q,F:Q,, ;,,,,,,,,,,,,,,
1533304153,8/3/18 6:49,Punzi,M,F,1,,,,,,M:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304154,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304156,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304158,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304158,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304158,8/3/18 6:49,Punzi,,,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304160,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,,speaker solicited suggestions for interpretation so comments might be desirable ;,,,,,,,,,,,,,,
1533304166,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,,Male commentator is FirstName somoene? serial commenter! Second comment is response to FirstName's comment, not even the speaker ;,,,,,,,,,,,,,
1533304170,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,,LastName'd & LastName'd ;,,,,,,,,,,,,,,
1533304175,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,,Talk starts 09:36 Talk ends 09:46 Q/A ends 09:49 Male comments on female speaker, as usual ;)  ;,,,,,,,,,,,,,
1533304180,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304194,8/3/18 6:49,Punzi,M,F,1,,,,,,F:Q,M:C,F:Q,, ;,,,,,,,,,,,,,,
1533304255,8/3/18 6:50,Punzi,,,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533304297,8/3/18 6:51,Punzi,M,F,1,,,,,,F:Q,M:C,M:C,, ;,,,,,,,,,,,,,,
1533064717,7/31/18 12:18,Quiroga-Nunez,F,M,0,,,,,,M:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533064726,7/31/18 12:18,Quiroga-Nunez,F,M,0,,,,,,M:Q,M:C,, ;,,,,,,,,,,,,,,,
1533064743,7/31/18 12:19,Quiroga-Nunez,F,M,0,,,,,,M:Q,M:C,, ;,,,,,,,,,,,,,,,
1533064743,7/31/18 12:19,Quiroga-Nunez,F,M,0,,,,,,M:Q,M:C,,Comment turned in to a useful back and forth with speaker ;,,,,,,,,,,,,,,,
1533071864,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,,Talk starts 17:07 Talk ends 17:15 Q/A ends 17:17 ;,,,,,,,,,,,,,,,
1533071864,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071865,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071870,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071871,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071873,7/31/18 14:17,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071886,7/31/18 14:18,Rackham,F,M,0,,,,,,F:Q,M:Q,,Know Thy Starspot Splinter ;,,,,,,,,,,,,,,,
1533071889,7/31/18 14:18,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1533071897,7/31/18 14:18,Rackham,F,M,0,,,,,,F:Q,M:Q,, ;,,,,,,,,,,,,,,,
1532978595,7/30/18 12:23,Raetz,M,,6,,,,,,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1532978600,7/30/18 12:23,Raetz,M,F,6,,,,,,M:Q,M:Q,M:C,,Questions were already answered in the talk ;,,,,,,,,,,,,,,
1532978600,7/30/18 12:23,Raetz,M,F,6,,,,,,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1532978601,7/30/18 12:23,Raetz,M,F,6,,,,,,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1532978603,7/30/18 12:23,Raetz,M,F,6,,,,,,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1532978606,7/30/18 12:23,Raetz,M,F,6,,,,,,?:Q, M:Q,M:C,,I forgot the first quesitoner's gender ;,,,,,,,,,,,,,,
1532978609,7/30/18 12:23,Raetz,M,F,6,,,,,,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1532978615,7/30/18 12:23,Raetz,M,F,6,,,,,,F:Q,M:Q,M:C,, ;,,,,,,,,,,,,,,
1533235439,8/2/18 11:43,Reinhold,M,M,5,,,,,,??, M:Q,M:C,M:C,,missed 1st Q again. #4 was talking to #3 ;,,,,,,,,,,,,,
1533235446,8/2/18 11:44,Reinhold,M,M,5,,,,,,M:Q,M:Q,M:C,M:C,, ;,,,,,,,,,,,,,
1533235448,8/2/18 11:44,Reinhold,M,M,5,,,,,,M:Q,M:Q,M:Q,M:C,, ;,,,,,,,,,,,,,
1533235454,8/2/18 11:44,Reinhold,M,M,5,,,,,,M:Q,M:Q,M:C,M:C,, ;,,,,,,,,,,,,,
1533236582,8/2/18 12:03,Reiter,M,F,3,,,,,,M:C,,, About Virial parameters: it is complicated. What is important is the substructure., ;,,,,,,,,,,,,,,
1533236585,8/2/18 12:03,Reiter,M,F,3,,,,,,M:C,, ;,,,,,,,,,,,,,,,,
1533236586,8/2/18 12:03,Reiter,M,F,3,,,,,,M:C,M:C,,First person started with “ I have a couple of comments” ;,,,,,,,,,,,,,,,
1533236589,8/2/18 12:03,Reiter,M,F,3,,,,,,M:C,M:C,, ;,,,,,,,,,,,,,,,
1533236590,8/2/18 12:03,Reiter,M,F,3,,,,,,M:C,, ;,,,,,,,,,,,,,,,,
1533236648,8/2/18 12:04,Reiter,M,F,3,,,,,,M:C,, ;,,,,,,,,,,,,,,,,
1533236669,8/2/18 12:04,Reiter,M,F,3,,,,,,M:C,, ;,,,,,,,,,,,,,,,,
1532977066,7/30/18 11:57,Reyle,M,F,20,,,,,,F:Q,M:C,F:Q,M:Q,,Talk starts 14:42 Talk ends 14:54 Q/A ends 14:57 ;,,,,,,,,,,,,,
1532977084,7/30/18 11:58,Reyle,M,F,20,,,,,,F:Q,M:C,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532977721,7/30/18 12:08,Reyle,,,20,,,,,,F:Q,M:C,F:Q,M:Q,, ;,,,,,,,,,,,,,
1532912195,7/29/18 17:56,Ricker,M,M,,,,,,,F:Q,F:Q,M:C,M:Q,M:Q,, ;,,,,,,,,,,,,
1533243221,8/2/18 13:53,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243224,8/2/18 13:53,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243228,8/2/18 13:53,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243228,8/2/18 13:53,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243303,8/2/18 13:55,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,F:Q,, ;,,,,,,,,,,,,,,
1533243303,8/2/18 13:55,Roccatagliata,M,F,8,,,,,,M:Q,F:Q,, ;,,,,,,,,,,,,,,,
1533068154,7/31/18 13:15,Rodriguez,F,M,2,,,,,,M:Q,, ;,,,,,,,,,,,,,,,,
